title,datetime,raw_txt
Seven-year-old girl raped by minor boy in Baran,2018-06-14T10:17:29+05:30,"KOTA: A seven-year-old girl was allegedly raped by her minor neighbour with whom she was playing at her village home under   of Baran district. The minor girl is undergoing medical treatment at   hospital while the accused minor has been detained.

 “The minor girl was raped by the boy, aged around 14-15 years, from her neighbourhood last Sunday evening,” said Jagdish Babu, the SHO at Bhanwargarh police station. The accused   on June 10 evening lured her to some nearby isolated place while she was playing with other neighbours of her age outside her home and raped her there.
 
 “When the minor girl did not return home till late evening her family members started searching for her. She was later spotted heading towards her home, limping and bleeding,” the SHO said. When the minor victim’s condition did not improve, the family members next morning rushed her to Kishanganj community health centre (CHC) where the doctors referred her to Baran district hospital after primary medical treatment.
 
 The medical staff at the Kishanganj CHC informed police about the   incident on Monday, following which the police rushed to the hospital and lodged a case in this connection against the minor accused under IPC section 376 and sections of POCSO Act. “The accused was detained on Tuesday,” the SHO added.
 
 The girl undergoing medical treatment at Baran district hospital is not in a condition to give a statement, the police said. Efforts were underway to ascertain the actual age of the accused.
 
 
"
Woman raped by husband’s friend,2018-06-14T10:22:53+05:30,"KOTA: A 35-year-old woman was raped by a friend of her husband in Chhipabarod police station area of  , the police said on Wednesday. The accused is absconding, said police.

 “The woman in her complaint has stated that she and her husband accompanied by a friend Rajesh alias Balram Meena came to Eklera town on motorbike on Monday. In the evening, Rajesh alias Balram dropped her husband at Eklera town in some pretext and took her to an isolated place outside the town and raped her there,” said Ratan Singh, the SHO at Chhipabarod police station.
 
 As per the complaint lodged with the police, the accused threatened the woman of dire consequences if she revealed the rape to anybody at home and dropped her back with her husband in Eklera. The woman narrated the crime to her husband after reaching home. The couple reached Chhipabarod police station on Tuesday morning and lodged a case against Rajesh alias Balram Meena.
 
 “A medical examination of the woman was conducted on Tuesday and further investigation in the matter is underway,” police said. The accused is absconding following the complaint lodged against him and efforts are underway to nab him.
 
 “Initial investigation has also revealed that the woman’s husband had borrowed about Rs 4.50 lakh from the accused’s uncle and was yet to return the amount,” the SHO said.
 
 
"
34-yr-old arrested for raping minor in Radhanpur,2018-06-14T11:10:06+05:30,"PALANPUR: A 34-year-old man was arrested for allegedly raping a 16-year-old   girl in   on Tuesday.

 According to police, the incident took place when the class XII girl was on her way to school for getting leaving certificate. 
 
 Accused Vilas Chaudhary of Jorvarpura in Sami taluka, intercepted the girl and forced her into an autorickshaw before fleeing from the spot. 
 
 On reaching the Radhanpur-Thara stretch of national highway 14, Chaudhary dragged the girl out of the vehicle and took her into the bushes where he alleged molested and raped her. He then abandoned the girl on the highway.
 
 The girl borrowed mobile phone of a passer by and called her parents. Her father rushed to get his daughter and took her home. They lodged complaint with police against Chaudhary who was arrested. 
 
 
"
15-day campaign against child rape ends,2018-06-13T13:48:39+05:30,"BHUBANESWAR: As curtain came down on the 15-day 'Paree Pain Katha Tie' campaign against   on Tuesday, the state government asked superintendents of police (SPs) to continue with their efforts for prevention of such heinous crimes. 

 Development commissioner R Balakrishnan, who attended the valedictory function of the campaign here, congratulated   and   for having jointly organised the awareness drive across the state. Balakrishnan said the safety and security of women and children continues to be a priority for the state government. 
 
 In the wake of rise in cases of child rapes, police launched the campaign on May 28. Fifteen specially-designed vehicles, equipped with LCD screens, covered 40,487 km in 30 districts and sensitised people about the safety of girls. 
 
 Director general of police R P Sharma described the campaign as a big success. ""We have planned some post-campaign measures to continue with our awareness drive. 'Paree Express' vehicles touched approximately 11,73,947 people in more than 1,300 locations. The campaign involved people from all walks of life, including elected representatives, film and TV personalities, religious leaders, NGOs, school children, frontline functionaries, youth, self-help group members and media,"" Sharma said. 
 
 Ministers Prafulla Samal, Ashok Chandra Panda and Sashi Bhusan Behera lauded the efforts of Odisha police. Unicef representative Yasmin Ali Haque said the campaign has built trust between police and communities and most importantly broken the silence and taboo around the issue. 
 
 Cases of rapes of minors shot in the state in 2017 compared to 2016. Out of total 2,144 rape cases registered in 2016, at least 1,204 cases involved minor girls. In 2017, the total registration of rape complaints climbed to 2,221, which included 1,283 cases involving minors. 
 
 
"
Kesha Rose Sebert accuses Dr. Luke of raping Katy Perry,2018-06-14T16:08:18+05:30," Kesha, in a text message to fellow singer  , has accused former collaborator   of raping singer  , according to court documents filed . Dr. Luke's representative has denied the allegation.

 The documents, are related to the ongoing defamation case between Kesha and Luke.
 
  
  
 According to a report, the documents reportedly contain Luke's refutation of three of Kesha's claims against him - previously known allegations that he gave the singer drugs against her will and that he raped her, as well as the previously undisclosed claim that he raped Perry.
 
 The claim was revealed in a text message sent from Kesha to Lady Gaga, according to the documents, which read in part, ""On February 26, 2016 (Kesha) sent a text message to Stefani Germanotta (Lady Gaga) which repeated (Kesha's) false claim that (Luke) had raped her.
 
 ""(Kesha) also falsely asserted that (Luke) had also raped Kathryn Hudson (Katy Perry)Following this text message conversation, and with (Kesha's) encouragement, (Gaga) spread negative messages about (Luke) in the press and on social media.""
 
 Previously, the existence of the text message had been publicly discussed, although its contents had not.
 
 The documents also reportedly said Perry has been deposed as part of the lawsuit, although there is no indication of what she said. Perry has never publicly accused Luke of sexual misconduct, although she has not worked with him professionally for several years.
 
 In a statement, Luke's legal team denied the accusations detailed in the court documents. 
 
 ""Katy Perry herself confirmed that Dr. Luke did not rape her. Kesha's accusation to the contrary - just like her other outrageous lies about Dr. Luke - is baseless and irresponsible, and it is disrespectful to both Katy Perry and Dr. Luke. In his defamation lawsuit against  , Dr. Luke seeks damages for the harm caused by these malicious falsehoods.""
 
 Luke's defamation lawsuit against Kesha the last remaining suit in a legal battle that began in 2014 when the pop star went public with claims that the producer had abused her. That year, Luke filed a complaint against Kesha for failing to work on a third album as required under her contract. 
 
 Kesha filed a countersuit, seeking to be released from the contract on the basis of allegations that Luke had raped her and verbally abused her over the course of several years. The courts have ruled against Kesha in every attempt to extricate herself from her contracts with him and his label, and last year she released an album, 'Rainbow', on the label containing several songs that obliquely reference her battles with the producer. 
 
  
  
 
 
"
3 caught for dacoity bid confess to raping woman,2018-06-16T07:25:54+05:30,"BENGALURU: Police cracked an unreported gang rape when they arrested three drivers who were allegedly preparing to commit a dacoity near Mysore Sandal Soap factory, Yeshwantpur.

 Autorickshaw drivers Bharath JK, 24, from Hassan and Pramod U, 21, from Mandya, and cabbie Harish M, from Tumakuru were arrested, but their three accomplices escaped.
 
 Police said the trio later confessedtohave raped a 22-year-old woman six months ago. Police tracked the survivor to Madanayakanahalli and she confirmed the incident.
 
 The trio had taken the woman for a ride in their car to a village in   where their friend Gunda joined them. The four men raped her, stole her gold earrings, chain, mobile and other valuables, police said. They abandoned her near Hirisave in  . The woman said she didn’t tell anyone,fearing for her life.
 
"
Court orders action against rape survivor for turning hostile,2018-06-16T08:54:17+05:30,"MYSURU: Sending a strong message against liars with regard to legal matters, a city court has ordered action against a rape survivor after sentencing a man to seven years' rigorous imprisonment for impregnating a minor girl. 

  The man had married the victim after the death of their baby. The victim later tried to turn hostile by telling the court that she has not lodged any complaint against the accused. ""The court has also directed to bring the headmistress of Horalli Government School in   to book for creating fake records to claim that the victim was a major,"" said public prosecutor Mahanthappa. 
 
  Mahadevaswamy, 31, a resident of Horalli, had impregnated his relative in 2012. After Mahadevaswamy refused to marry the girl, her parents lodged a complaint against him. He went underground for eight months, after which police arrested him. But by then, Mahadevaswamy had married the survivor. He had tied the   two months after the their baby died. Police had preserved bones of the baby to match the DNA with the accused. According to Mahanthappa, Mahadevaswamy's DNA matched with that of the baby. 
 
  Meanwhile, the headmistress of the school, where the victim studied, submitted a fake certificate claiming that the girl was a major. Though the girl was aged 15 years, 11 months and 25 days, the school certificate claimed she was 16.. The certificate was produced in court, and during cross-examination, it came to light that the girl was a minor at the time of incident. 
 
 
"
Man held for raping minor daughter for four months,2018-06-22T14:53:37+05:30,"ALWAR: A 38-year-old man was badly thrashed and was handed over to the police for allegedly raping his   for the past four months at Bhudar Ka Baas village under NIB police station area in  .

 
 Breaking the silence on the prolonged atrocity, the girl informed about it to her relatives. Locals caught the accused, thrashed him and handed him over to the police. 
 
 According to police, the accused (police wished not to identify him to hide the identity of the rape survivor) was raping his 14-month minor daughter for the past four months.
 
 “Fed up with the continued rape, the girl broke her silence and informed about it to some of the members in the neighbourhood especially to some of the women. The girl stated that her father was continuously intimidating her to keep mum and asked if she dared to speak about his forcible sex, he will do more harm to her,” said a senior police officer on Thursday. 
 
 The accused was arrested during wee hours on Wednesday. After the statements recorded by the rape survivor and her medical examination, the accused was sent to the jail on Thursday. 
 
 “Firstly, the girl informed about it to a woman living in her neighbourhood. The woman informed about it to other people in the locality who decided to thrash the accused. After thrashing the accused late on Wednesday evening, he was handed over to the police,” said an officer. 
 
 After the girl narrated her plight the woman asked her to scream while her father attempts the rape. “As per the plan the girl screamed for help late on Wednesday evening and the locals entered into her house for help,” said an officer. 
 
 Police have registered a case under appropriate sections of IPC and POCSO Act. “It is a heinous crime and we will try to file a charge-sheet as soon as possible,” the officer added. 
 
 
"
"Kathua rape, murder: Defence lawyers allege campaign against them, threat to life",2018-06-16T09:56:18+05:30,"CHANDIGARH: A day after   Police had claimed a threat to witnesses in the   and   case, lawyers of the accused said in court on Friday that a vicious campaign was being run against them in Kashmir and there was a threat to their lives too. 

 The defence counsels said some groups had made public their names, advocate licence number and other personal details on social media. A joint application on behalf of all defence counsels was submitted to the court of   sessions judge Tejwinder Singh by advocate A K Sawhney.
 
 Submitting that the life of all defence counsels was under threat from some elements from Kashmir valley, the defence lawyers requested the court to a judicial note of the issue. In their application, the counsels did not specifically demanded any security cover.
 
 Jammu SSP (crime) Ramesh Kumar Jalla’s application alleging threat to witnesses was also discussed in court, but the judge did not pass any order. On the issue of mistakes in the translated version of the court record, the judge asked the prosecution agency to rectify errors, as they were different from the original record prepared in   language.
 
 Advocate Vinod Kumar Mahajan, one of the counsel for the accused, said the statement of the second witness related to the case was recorded on Friday. “Now the case will be heard on July 2, when the court will reopen after summer vacation,” he said.
 
 On May 7, the Supreme Court shifted the trial of the case to Pathankot, around 26km from Kathua. The step was taken as there were protests over the case in Jammu and it had triggered a political crisis in the state over the investigation report of Jammu and Kashmir Police.
 
 The trial began in Pathankot on May 31. The court has already framed charges of rape and murder against seven of the eight accused in this case.
 
 As per the chargesheet of Jammu and Kashmir Police, an eight-year-old girl from a minority nomadic community was kidnapped on January 10, 2018, and allegedly raped in captivity in a village temple in Kathua  . She was later killed by the accused.
 
 
"
Criminal held for dacoity & rape found hanging in prison toilet,2018-06-16T09:00:36+05:30,"PUNE: A criminal on police records, who was taken into custody by the Pune rural police as a suspect in a dacoity-cum-rape case in Ambegaon last December, was found hanging from the window bar in the toilet of a sub-jail at Ghodegaon, about 80km from here, on Thursday. 

 The suspect, Suldas Umbrya Kale alias Kukya (25) of Suregaon in Shrigonda taluka of Ahmednagar disrict, allegedly hanged himself with a bedsheet. A case of accidental death has been registered with the Ghodegaon police. “The probe has been handed over to the criminal investigation department (CID),” said an officer from the Pune rural police.
 
 On December 6, 2017, three unidentified men had broken into a house in a village in Ambegaon taluka, about 100km from Pune and assaulted a 77-year-old woman who lived with her caretaker. 
 
 They had robbed both women of cash and gold ornaments collectively worth Rs 66,500. One of the men returned and raped the 45-year-old caretaker. A case was registered with the Manchar police. The suspects were on the run since, the officer said.
 
 Recently, the Ahmednagar police had arrested Kale for a robbery. “Kale admitted to his involvement in the robbery and rape in Ambegaon. A Manchar police team on Wednesday took him into custody,” the officer said.
 
 Kale was produced before the court on Thursday which remanded in judicial custody. “He was taken to the sub-jail in Ghodegaon,” the officer further said.
 
 Assistant sub-inspector from Manchar police Rajendra Kamble was guarding the suspect. “Around 8pm, when Kamble checked the room, he found Kale missing. He checked the toilet in the jail and found the door half open,” the officer said.
 
 Kamble alerted the guards who found Kale hanging from the window bar in the toilet. “He had cut the bedsheet into a strip to hang himself,” the officer said. The body was sent to Sassoon hospital for a postmortem.
 
 
"
3 teams formed to crack Gaya gang rape case: SSP,2018-06-16T10:35:06+05:30,"GAYA: Three separate police teams have been constituted to crack the gang   of a 45-year-old woman and her 14-year-old daughter in Konch police station area in Gaya late on Wednesday evening.

 
 “While one team led by additional SP Sanjay Bharti would conduct an indepth investigation, do documentation work and frame chargesheets, a second team led by Sherghati SDPO Manish Kumar would conduct raids and other footwork on the basis of inputs received by the police. The third team comprises technical cell officials who will collect scientific evidence to nail the culprits. Women officers have also been included in the ASP’s team,” said Gaya   Rajiv Mishra. Zonal IG Naiyyar Hasnain Khan said everything possible will be done to bring the culprits to book at the earliest. “The court will be requested to conduct a no frill speedy trial of the case. Every effort will be made to award exemplary punishment to the culprits,” conceded the IG. The 14-year-old victim was brought to Prabhavati Hospital for medical examination on Friday. The girl, in a broken voice, narrated the chilling details of her ordeal. Nothing less than capital punishment would satisfy her, the girl told newsmen. 
 
 Meanwhile, the court of chief judicial magistrate remanded two accused of the   case in 14 days judicial custody on Friday. The accused were arrested after they were identified by the rape survivors in a parade of the 20 suspects nabbed by the police on Thursday. The SSP confirmed the arrests.
 
 Sources added that some more suspects have been apprehended by police and they are being quizzed at an undisclosed location. Meanwhile, reports reaching the district headquarters claimed that Sondiha, the village to which most of the culprits belong wore a deserted look as several young men fearing police action left the village. Incriminating evidence including victim’s clothes have been preserved.
 
 Meanwhile, the Gurua Bazar witnessed total shut down to register   against the incident of gang rape.
 
"
"Minor girl raped in Odisha, accused held",2018-06-16T10:35:13+05:30,"BHUBANESWAR: A 13-year-old girl was allegedly raped by a man in a forest in  's  , police said on Friday. The accused has been was arrested.

"
"15-year-old raped in Vadnagar village, accused thrashed",2018-06-16T11:47:07+05:30,"PALANPUR: A 15-year-old girl was allegedly raped in Nava Aspa village, about 22km from   town in  , late on Thursday night. The accused were identified as Cheraji Thakor and Rohitji.

 According to the complaint lodged by the girl, the accused — who live in her locality — targeted her when she went to attend nature’s call at the farm. While Cheraji Thakor allegedly raped her, his accomplice Rohitji gagged her.
 
 Later, the girl’s enraged family members   Thakor. Thakor, who suffered multiple fractures, was taken to civil hospital in Mehsana, said police sub-inspector S J Goswami of the Vadnagar police station. He said that the girl has been sent for medical examination. The accused are yet to be arrested — one is in hospital while other is at large.
 
 Both the accused were booked for rape and under sections of the Protection of Children from Sexual Offences (POCSO) Act.
 
 
"
Life term to man for raping nine-year-old,2018-06-13T03:27:54+05:30,"NEW DELHI: A   minor   remained in the   after suffering grievous injuries as a result of the sexual assault in  . A fast-track court awarded the 30-year-old accused   for the rising trend of sexual violence on “helpless children,” and demanded no leniency towards such offenders who show no signs of mercy in committing such crimes.

 “Apart from the physical injury, the survivor was merely nine years of age, and must have also undergone extreme trauma, the impact of which we may not even be able to imagine, let alone assess,” additional sessions judge Kaveri Baweja said.
 
 On February 2, 2014, the survivor’s   sister spotted a man, known to their family, abducting her sibling on the pretext of giving her food. The family was looking for her when they found the accused, Gopi, holding her in his arms. The minor then informed her family about the incident.
 
 Gopi, meanwhile, was handed over to the police. The matter was investigated and Gopi was chargesheeted for kidnap (Section 363 of IPC), voluntarily causing grievous hurt by dangerous weapons or means (326), while committing rape causing grievous bodily harm or maim or disfigure or endanger the life of a woman — Section 376 (2)(i)(m) — and aggravated penetrative assault (Section 6 of POCSO Act, 2012).
 
 During her cross-examination, the survivor was asked if the “same uncle” was bringing her back home when her parents saw her and she confirmed that it was the same “uncle”. Besides, the court also noted that she underwent a surgery for repair of her vaginal tear and in the process was transfused with two units of blood and was subsequently moved to the ICU. She was discharged on February 11, 2014.
 
 The   said that he was not involved. The court, however, said, “The minor survivor and her parents consistently deposed before the court that the accused, Gopi, was seen with the survivor.”
 
 
"
"19-year-old murders 8-year-old girl after rape, body found stuffed in almirah",2018-06-09T18:27:51+05:30,"CHANDIGARH: A 19-year-old youth allegedly raped and murdered an 8-year-old in a village falling under   of Rewari.

 The crime happened on Friday afternoon, when the victim , who happens to be elder of the two siblings born to factory worker, had gone missing. Initially her parents launched the search at their own.
 
 They formally lodged the complaint and a case was registered at  . Is was during the search carried out by cops when the dead body was found stuffed in an almirah.
 
 During interrogation, accused identified as   confessed to the crime, said Inspector  , the SHO of Kasol Police station . The court has ordered three day police remand for him, added Vinod.
 
 According to information, victim’s family and the accused are sharing two rooms of a tenement in the village under Kasol police station. On Friday, the victim was alone as her parents had gone to Bawal to get medicine for her younger brother.
 
 As the couple did not find the girl they made a foiled attempt to search her and later informed the police.
 
 ""Initially we searched lot of places. Sunny was among those people who guided us. During investigations, there were few clues which hinted towards his involvement. We started searching his room. Initially he was hesitant in opening the almirah. As we pressurized him, he handed over the keys. The girl was found dead and he had used his sisters cloths for tying the girl,’’ said Vinod Kumar.
 
 Sunny had shifted to the current place four months ago. He had occupied the room after his sister shifted to some other place. He too worked as daily wager in a factory in Bawal. 
 
"
Law min scheme to fast track rape trial; wants MHA to implement it,2018-06-10T17:51:45+05:30,"NEW DELHI: The law ministry will soon propose a scheme that it wants the home ministry to implement to the Union Cabinet on setting up fast-track courts across India to try rape cases and strengthen the infrastructure for better investigations and swift prosecution.

 
 The new scheme to strengthen investigation and prosecution to deal with rape cases is part of an ordinance recently promulgated to allow courts to award the death penalty to those convicted of raping children aged up to 12 years.
 
 The Criminal Laws (Amendment) Ordinance amended the IPC, the CrPC, the Evidence Act and the Protection of Children from Sexual Offences Act.
 
 While bringing out the ordinance, the government had decided to frame a scheme to set up an ""appropriate"" number of fast track courts to try rape cases in the states.
 
 The proposed scheme will include components on the strengthening of the physical infrastructure and prosecution machinery, provision of the required number of judicial officers for lower courts, additional posts of public prosecutors, dedicated investigators and special forensic kits.
 
 ""While the department of justice has initiated the action for preparation of the said scheme, it is felt that it would be appropriate that the scheme is implemented by the Ministry of Home Affairs keeping in view the fact that most of the actions involved and stakeholders are being administered by the MHA,"" Secretary (Justice) in the Law Ministry has said in a recent letter to Cabinet Secretary P K Sinha.
 
 The law ministry would take the issue up with the MHA, he said.
 
 The proposal is expected to come up shortly before the Cabinet.
 
 In April, the government had issued an ordinance to provide stringent punishment, including death, for those convicted of raping minors up to the age of 12 years, amid a nation-wide outrage over cases of sexual assault and the murder of minors in Kathua and Surat and the rape of a girl in Unnao.
 
 New fast-track courts will be set up to deal with such cases and special forensic kits for rape cases will be given to all police stations and hospitals in the long term, according to the Criminal Law (Amendment) Ordinance.
 
 It stipulates stringent punishment for perpetrators of rape, particularly of girls below 16 and 12 years. The death sentence has been provided for rapists of girls under 12 years.
 
 The minimum punishment in the case of rape of women has been increased from a rigorous imprisonment of seven years to 10 years, extendable to life imprisonment.
 
 The measure also provides for speedy investigation and trial. The time limit for investigation of all cases of rape has been prescribed and has to be now completed within two months.
 
 The deadline for the completion of trial in all rape cases will be two months, officials said. A six-month time limit for the disposal of appeals in rape cases has also been prescribed.
 
 Enhancing the powers of the judiciary to provide stringent punishments in rape cases, the government had approved a number of measures such as strengthening the prosecution, besides setting up new fast-track courts in consultation with the states and high courts concerned.
 
 New posts of public prosecutors will be created and special forensic kits for rape cases given to all police stations and hospitals in the long term, the officials said.
 
 Dedicated manpower will be provided for investigation of rape cases in a time-bound manner.
 
 Special forensic labs exclusively for rape cases would also come up in each state. 
 
"
"Man tries to rape minor after sedating her, held",2018-06-09T00:05:00+05:30,"JAIPUR: The   police on late Thursday night   a 30-year-old man for attempting to rape a 10-year-old girl after sedating her.

 
 The minor girl was rushed to the hospital where her condition was serious; however, the officials said that her condition witnessed improvement on Friday. Speaking to TOI, Amber SHO Narendra Kumar said that accused Mukesh was caught by the uncle of the girl and alerted the police about the incident.
 
 The officials said that the girl was playing outside her house when the accused lured her to his house. Mukesh sedated her and attempted to rape her, but the uncle of the minor spotted his niece’s bicycle outside Mukesh’s house and barged into it.
 
 The uncle called other people and they roughed-up the accused, following which he the Amber police intervened and took him under custody late Thursday night. The girl was found unconscious and taken to the hospital for the treatment.
 
 The police said that the accused was living at a house illegally, which is under the limits of Amber police station. “The people roughed him up due to which he had sustained minor injuries. An investigation has been launched into the matter. The accused was planning to flee but he was arrested,” added an official.
 
 The police said that Mukesh in the past was arrested for making a bomb hoax call last year. “He has a criminal record, he is also drug addict and a drunkard. We have arrested him and he is being interrogated,” the official said, adding that the Jaipur police have also spoken to the parents who said that their daughter was learning to ride a cycle outside her house when the accused took her to his place. Till late night, when the girl did not return, anxious family members launched a frantic search for her. 
 
 
"
"Doctor, compounder booked for rape and blackmailing",2018-06-11T04:25:00+05:30,"VADODARA: A homeopathy doctor, who was practising at Angadh village near the city, was booked for   at Nandesari police station on Sunday. Videos of Dr Pratik Joshi getting intimate with multiple women went viral on social media on Saturday.

 
 
 Police said Joshi, who lives in Gotri, was booked for rape, while his compounder Dilip Gohil, who had secretly recorded the videos in his mobile phone, has been booked for blackmailing and violation of Information Technology Act.
 
 A 30-year-old woman on Sunday approached Nandesari police with her complaint that Joshi and Gohil have been blackmailing her since she visited Joshi’s clinic a year ago for treatment. The woman has alleged that Joshi gave her a medicine after consuming which she fainted. Joshi then raped her in his clinic while Gohil recorded the crime.
 
 After 30 minutes, the rape-survivor gained consciousness and left for home. Three days later, the woman again went to Joshi’s clinic. Gohil then showed her the video in which Joshi is seen raping her. He threatened the woman that whenever Joshi will call her, she will have to come to the clinic otherwise he will circulate the video. He also told the woman that Joshi will also give her money.
 
 According to the police, Joshi then called the woman eight times to his clinic where he raped her. The woman also told the police that she used to go to the clinic because she was afraid that Gohil will circulate the video.
 
 On Sunday when the woman learnt about circulation of Joshi’s videos through newspapers, she approached the police.
 
 “We will arrest the compounder soon, and also the doctor,” said J K Patel, police inspector, Nandesari police station. He added that once Gohil is held more details about the doctor and since when the duo was involved in the crime can be known.
 
 
"
RPF sanitizes gang-rape stretch along railway tracks,2018-06-10T07:22:03+05:30,"KOLKATA: The gang rape beside the railway   between the Park Circus and   stations on May 23 has spurred the Railway Protection Force (RPF) into action. Over the last fortnight, RPF personnel of Eastern Railway’s Sealdah Division have not only demolished hooch dens along the stretch, but have also busted gangs involved in drug-running and other illegal activities.

 
 “Ever since the incident occurred, we have arrested 25 people and booked them under several charges. Our patrol parties are on the move after dark every day and people have been caught red-handed with drugs and hooch. After the incident, we inquired from locals and realized that the crime rate in the stretch was very high. There were regular brawls and even gambling dens used to operate where drugs and hooch were sold. Several criminals from elsewhere in the city also gathered here at night, making life miserable for people living nearby. This crackdown will continue for now,” said a senior RPF officer of the Sealdah Division.
 
 According to railway officials, the Government Railway Police (GRP) should be more active in checking crime along the tracks. The RPF’s primary duty is to save railway property and prevent crime against passengers at stations and on trains. Stretches like the one between Park Circus and Sir Gurudas Banerjee Halt are more vulnerable. “This is a loop line and there are few trains later in the evening. Criminals take advantage of this. The   pays half the cost of the GRP so they may guard such places. Unfortunately, their performance hasn’t been satisfactory,” an official said.
 
 
 A GRP official said the force is not sufficiently equipped to fight crime along railway tracks. Criminals are aware of this and choose deserted tracks to commit crimes as city or   police forces have no jurisdiction there. Even now, criminals store dangerous items like crude bombs next to the tracks.
 
 
 “We are taking pro-active steps to bring down crime along the tracks. All the 25 people have been nabbed red-handed and prosecuted. We shall carry out drives along all stretches where such illegal activities go on. After our patrolling started, crime has come down in the area,” said K M Siraj, inspector-in-charge, RPF, Sealdah.
 
"
Andhra Pradesh woman booked under POCSO for rape of boy,2018-06-10T09:16:45+05:30,"VIJAYAWADA: A 45-year-old woman was booked under Prevention of Children from Sexual Offences Act (POCSO) for raping a 15-year-old boy at Vambay Colony in Vijayawada. The incident happened on May 5, but came to light on Friday after the boy's family lodged a police complaint. The woman was arrested and sent to judicial custody. 

 
  According to Nunna inspector M V Durga Rao, the woman and the boy are neighbours in Vambay Colony. The woman's husband died about seven years ago and has been living alone after her two daughters got married. ""On May 5, she forced the boy to have sex with her,"" said the inspector. Shaken by the incident, the boy fled to his grandparents house at Rajam in Srikakulam district and returned a month later on June 5. 
 
  According to the police, the woman was apprehensive that the boy would reveal the incident to his family and kept tabs on him. ""On June 7, she tried to rape the boy again but was spotted by his mother. The mother than started beating the boy, but was prevented from doing so by the accused and this led to a verbal duel between the two women. The boy told his mother what the woman did to him a month ago,"" said the inspector. 
 
 The boy's mother along with locals lodged a complaint of rape against the woman. Cops booked a case against the woman under Section 4 of the POCSO Act and arrested her on Friday.
 
  She was produced in court and remanded in judicial custody.
 
 
"
"UP: 40-year-old rape suspect let off by panchayat after survivor, 70, beats him with chappals",2018-06-11T12:40:55+05:30,"AGRA: Despite the government’s push for tougher anti-rape laws, a 40-year-old man in Mathura was let off after a village panchayat decided that the maximum punishment for him was getting thrashed “five times” with a chappal by the 70-year-old survivor.

 
 The bizzare punishment was announced by the panchayat of Bakla Madhi village in Maant area of the district on Saturday. According to the panchayat’s diktat, the woman had “beaten” the suspect, Pappu (40), after which he was allowed to go scot free.
 
  
  
 The incident came to light soon after a video of the episode was widely shared online. The elderly woman can be seen beating the suspect and she is later stopped by some of the locals after she completes five thrashings.
 
 A complaint was later filed by her son at the Maant police station, following which an FIR was registered against the accused under section 354 of the IPC (assault or criminal force to woman with intent to outrage her modesty).
 
 In his complaint, it was alleged that the woman was sleeping outside her house on Friday night when Pappu tried to rape her. He fled from the spot after she raised an alarm. The woman, a resident of Vrindavan, visits her native village every month to buy ration.
 
 According to sources, the panchayat had allegedly felt that the matter should not circulate outside the village since it would “bring a bad name”.
 
 Station house officer of Maant police station, RC Sharma, said, “A case has been registered against the accused. We have also initiated an inquiry into the panchayat’s decision and necessary action will be taken against it.”
 
"
Silent film on rape travels to festivals,2018-06-09T14:21:32+05:30,"White — Aneek Chaudhuri’s silent film on rape — is travelling to festivals worldwide. After getting screened at Marche du film of Festival de Cannes, it was shown at Reaktor Indian Film Festival in   on June 8, where it was attended by persons belonging to the field of arts and culture. Joanna Godwin-Seidl, director at Vienna Theatre Project, responded after watching, “White by Aneek Chaudhuri is a beautifully filmed silent movie about coping after rape and the strength of women. I also loved the music in this film.” Said Aneek, “It feels good when the film does well in Europe. Experimental cinema or parallel films have greater prospects in that part of the country where quality does not fall at the mercy of slapstick entertainment or masala movies. We are honoured that the film has reached out to its target audience.” Aneek’s film is also an official selection at Indian International Film Festival of Boston.
"
Woman gang-raped by four men,2018-06-11T14:44:48+05:30,"KANPUR: A   was allegedly gangraped at gunpoint by four men in   police station area of   on Saturday .

 
 Superintendent of police Nageshwar Singh said that a case under sections 376-D (gangrape) and 506 (criminal intimidation) of IPC has been lodged against the four accused, and further investigations are underway in this regard.
 
 Station House Officer (SHO) of Ajitmal Kotwali police station Jitendra Kumar Singh said the incident took place on late Saturday night (June 9) .
 
 ""One of them put the barrel of the rifle on her head and took her to one of the rooms of the house and thereafter the four took turns to   her,"" the police officer said.
 
"
"Shakti Mills gang rape convict externed from Mumbai, Thane for 2 years",2018-06-12T04:32:59+05:30,"MUMBAI: A convict in the 2013   Mills gang rape case, who was sent to juvenile centre for three years since he was a minor then, has been externed from Mumbai and Thane districts by police for two years. 

 
 Police took this action against Akash Jadhav two weeks ago after five criminal cases were registered against him since his release from the juvenile correction home last year. A person externed from an area should not enter the locality. And if he enters the locality, he faces police action.
 
 Jadhav was one of the accused arrested for the Shakti Mills gang rape case. He was 17 at the time of his arrest. He along with another minor accused was convicted in July 2014 by the Juvenile Justice Board and sent to   Borstal school for three years, the punishment time for their crime. 
 
 Barely two months after the 21-year-old Jadhav was released in 2017, he was booked in rioting, attempt to murder and assault cases by N M Joshi Marg and Agripada police stations. He had assaulted two brothers at N M Joshi Marg area last year after a quarrel. 
 
 Virendra Mishra, deputy commissioner of police, said Jadhav has been externed for two years. ""There have been several criminal cases against him and there was no improvement in Jadhav's behaviour even after spending time in the correction centre. We reviewed all the cases against him and decided to extern him,"" said an officer.
 
"
