title,datetime,raw_txt
I am gripped with a sense of remorse over Bihar shelter home rape cases: Nitish Kumar,2018-08-03T21:00:52+05:30,"PATNA: Breaking his silence on the incident of rape of 34 minor girls at the Muzaffarpur-based state-funded shelter home,   CM   on Friday said he was ashamed of the incident and gripped with a sense of remorse.

 
 Speaking at a government function organised to launch Mukhyamantri Kanya Utthan Yojana’, a scheme meant for upliftment of daughters, at Adhiveshan Bhawan here, Nitish said, “A very shameful incident has happened in  . We all are ‘Sharmashar’ (ashamed) of the incident.”
 
 CM also said he wanted to assure people of Bihar that all the people who would be found guilty in this case would be severely punished and no leniency would be shown towards them. “I will ensure that no guilty person is spared,” he said.
 
 Nitish further said deputy   Sushil Kumar Modi has said on the floor of the assembly that we would ourselves like the CBI probe to be monitored by the high court,” Kumar said.
 
 Terming the shelter home incident as “an act of sin”, CM said he had, a few days back, convened a meeting of state’s chief secretary, DGP and other senior official on Muzaffarpur episode and asked the officers to find out if there was any serious flaw in the existing system. “How such people (like Brajesh Thakur) succeeded in entering in the system? I am deeply pained over the incident. It is very disgusting,” Nitish said. 
 
 He asked the chief secretary Deepak Kumar (sitting on the dais) to develop an institutional mechanism to prevent recurrence of such shameful incident. CM also asked the officers to develop a transparent mechanism which could enable common people to inform officers if they have any information about such misdeeds. “I too have asked the advocate general to make a request for monitoring of the case by the high court, so that no guilty person get chance to go unpunished,” he said. 
 
 Highlighting the works done for the welfare of women, CM further asserted that till date he was in the government, the rule of law would prevail in the state. 
 
"
Man arrested for rape and murder of eight-year-old girl,2018-08-03T21:53:00+05:30,"Agra: Three days after an eight-year-old girl was found raped and murdered in a farm field of Kasganj district, a neighbour of the victim was arrested on Friday.

 Identified as Sikandar, the 25-year-old youth was arrested from Gangsara village of Sahawar police jurisdiction while he was trying to flee from the village.
 
 On the night of July 31, an eight-year-old girl’s body was found in a corn field of Gangsara village. Based on her parents’ written complaint, an FIR was filed against unknown person under IPC section 376 (rape) and 302 (murder).
 
 To probe the matter, superintendent of police Kasganj, Shiv Hari Meena, formed five teams roping in SWAT and surveillance.
 
 According to SP Meena, “During probe we drew suspicion over Sikandar, who is alcoholic. An input was shared to our team that he was trying to flee from the village. Our cops nabbed him and interrogated him. He confessed to the crime and narrated the sequence of events.”
 
 “On Tuesday night, Sikandar was heavily inebriated and was returning from a farm field when he collided with the victim who was out to relieve herself. Sikandar started molesting her. When she screamed for help, the accused strangulated her to death. After her death, he removed clothing from the victim’s body and raped her.” The accused has been booked for murder and rape.
 
 
"
Khan trapped me with fictitious FB accounts: Goa rape survivor,2018-08-02T23:26:00+05:30,"Bareilly: A day after Badaun resident Naeem Khan was arrested and taken to Goa for allegedly raping and extorting money from a 38-year-old Goa woman, the survivor on Thursday said that the accused had “cheated” her by becoming friends with her on Facebook under multiple fictitious identities.

 “Soon after I became his Facebook friend, I received many friend requests from unknown women who were in his friends’ list. He told me that they were his relatives and I should accept their requests. I began receiving flattering messages about Khan from these false identities,” she said. 
 
 Inspector general (IG), Bareilly, DK Thakur said, “We are in touch with the survivor and Goa police. We will provide all possible assistance.”
 
 An FIR was registered against Khan in Goa in April this year and the survivor had also complained to IG Thakur over phone on July 23. 
 
 She also said, “I am not the only one that Khan has raped and cheated. There are other women. One of them is from Uttarakhand and another from Maharashtra.”
 
 
"
"Turned away by police, rape survivor approaches DM for help",2018-08-03T23:14:00+05:30,"Bareilly: A 22-year-old woman met district magistrate VK Singh on Friday and alleged that despite repeated pleas, police were not registering her complaint. The woman claimed that she was raped by her two brothers-in-law on June 25 and that since then she has been running around from local police station to SSP office to get an FIR registered against them.

 The DM has instructed police to look into the matter and take appropriate action. The woman said that she got married in 2017 and started living with her husband and his family at their house in Shikarpur Chaudhary village under Izzatnagar police station.
 
 “My father passed away when I was young so my mother bore the entire expense of my wedding. Soon after marriage, my in-laws started torturing for dowry and demanded Rs5 lakh. On June 25 when my husband had gone to Delhi, his two brothers came into my room around 11pm and took turns to   me. I kept shouting for help but nobody came to my rescue,” the woman said.
 
 “When I told my mother and father-in-law about the incident, they started beating me and threatened me against lodging a complaint. They said that they will ask my husband to give me instant talaq and send me to my maternal house if I told anyone about their sons’ doing. On July 5, I came back to my mother’s house,” she added.
 
 The DM said that he has asked the SSP to look into the woman’s complaint and file an FIR in the matter. Meanwhile, Izzatnagar police station SHO Sanjay Singh said, “It was a case of minor family dispute and that is why we advised the woman to resolve it internally. She had not lodged a rape case.”
 
 
"
Man held for rape; victim HIV+,2018-08-03T23:35:00+05:30,"Navi Mumbai: A 21-year-old   driver from Panvel taluka has been arrested by the Khandeshwar police for allegedly sexually assaulting a 19-year-old girl residing in his neighbouring building. However, the accused, who is married, is unaware that the girl he targeted is   positive.

 The incident had occurred on Wednesday when the girl was alone at home of her maternal aunt. The man broke into her house, raped her and fled. The girl narrated her ordeal to her aunt. 
 
 The victim lodged a complaint while she was in the hospital and a rape case was filed against the auto driver. The cops nabbed the accused when he visited his family on Thursday. The victim contracted the virus from her mother who died of AIDS. The police have not revealed the HIV positive status of the victim to the accused. —George Mendonca
 
 
"
Man arrested for rape and murder of eight-year-old girl,2018-08-03T22:03:19+05:30,"AGRA: Three days after an eight-year-old girl was found raped and murdered in farm field of  , a neighbour of the victim was arrested on Friday.

 
 Identified as Sikandar, the 25-year-old youth was arrested from Gangsara village of Sahawar police jurisdiction, while he was trying to flee from village.
 
 On July 31 night, an eight-year-old girl's body was in corn field of Gangsara village. Based on her parents written complaint an FIR was filed against unknown person under IPC section 376 ( ) and 302 (murder).
 
 To probe the matter, superintendent of police   Shiv Hari Meena formed five teams roping in   and surveillance.
 
 According to SP Meena, “During probe we drew suspicion over Sikandar, who is habitual alcoholic. An input was shared to our team that he was trying to flee away from village. Our cops nabbed him and interrogated him. He confessed of the crime and narrated the sequence of event.”
 
 “On Tuesday night, Sikandar was heavily inebriated and was returning from a farm field, when he collided with the victim who was on her way for nature’s call. Sikandar confronted the girl and started molesting her. When she screamed for help, the accused strangulated her to death. After her death, he raped the body.”
 
 The accused has been booked for murder and rape.
 
"
Jind preacher accused of raping woman in Rajasthan temple complex,2018-08-04T07:35:00+05:30,"Jind: A Jind-based preacher has been booked for allegedly raping a married woman, hailing from Uttar Pradesh, in the complex of Mehandipur Balaji temple in Todabhim town of Karauli district in Rajasthan in June. 

 The accused was carrying out an exorcism when he allegedly committed the crime. On getting the complaint from the survivor, the Jind women’s police station has registered a zero FIR in the matter and sent it to Rajasthan police for further investigation. A team led by Todabhim station house officer (SHO) Raghuvir Singh has been camping in Jind for past the three days to nab the accused and raids are being conducting at different places to track him down.
 
 The SHO said the survivor and her husband, from Mainpuri in UP, went to Mehandipur Balaji temple with the accused preacher, Ashok Bhakat, as they felt an “evil spirit” had been haunting them. She alleged that the preacher asked them to cover their eyes with a cloth and have sex in front of him as it would help exorcise the spirit.
 
 She alleged that they followed Ashok’s instructions. The woman alleged that her husband then went to the toilet and the preacher raped her.
 
 The woman claimed that she and her husband had kept their eyes covered even at that time.
 
 SHO Raghuvir said the rape case had been registered at Todabhim police station on July 15. “A three-member team of our police station has been sent to nab the accused. Raids are being carried out in Madhya Pradesh, Uttar Pradesh and Haryana,” he said.
 
 A police team on Friday also raided Ashok’s temple near the Jind railway station, but it was found locked. The SHO said the survivor’s husband had been visiting Jind to seek help from the preacher and she had started accompanying him later.
 
 
"
2011 gang rape accused never went home after the crime,2018-08-06T13:41:40+05:30,"SURAT:  ,  ,  , had managed to stay out of police’s reach for over six years as he avoided going to his home at Berna in Bihar. Police investigation revealed that Kanhaiya,  ,  , 2011 to celebrate his becoming father of a son. The four accused had consumed liquor in that party and later raped the minor on Dumas beach when she was with her fiancé. Kanhaiya was brought to the city on Sunday.

 
 Kanhaiya was employed as an office boy in IIT Patna for the past five months and before that he used to work at construction projects. He kept on changing his locations and jobs to stay out of police’s reach.
 
 “He never went to his home after he escaped from the city to avoid getting arrested. That delayed his arrest. But we never stopped chasing him and finally arrested the accused. We will arrest the other three accused as well,” said Vidhi Chaudhary, deputy commissioner of police, headquarters.
 
 Chaudhary was assistant commissioner of police E division in 2011 under which Dumas police station limit falls. She was initially the investigation officer of the case when police succeeded in arresting Jitender Kumar Bhumihar, 30, and Kamalnayan Bhumihar, 23. Kanhaiya and Rajkumar alias Muthhal had managed to escape from the city. Rajkumar is still out of police’s reach.
 
 Jitendra and Kamalnayan were sentenced to life imprisonment in July 2013. They were released on parole in 2014 but the duo never returned. 
 
 “We have information about the other three accused, who are on the run. They will be arrested soon. We did lot of hard work to arrest the accused. Our team stayed in Bihar for 18 days in May and for 12 days in the last trip,” said Chaudhary.
 
 The team that nabbed Kanhaiya was led by police sub-inspector J H Rajput.
 
 
"
Lok Sabha passes bill for death to child rape convicts,2018-07-30T20:09:49+05:30,"NEW DELHI: A crucial bill seeking to provide death penalty to those convicted of raping girls below the age of 12 years was passed by the Lok Sabha on Monday.

 
 The bill seeks to replace the Criminal Law (Amendment) Ordinance promulgated on April 21, following an outcry over the rape and murder of a minor girl in Kathua in   and the rape of another woman at Unnao in Uttar Pradesh.
 
 Although the Criminal Law (Amendment) Bill 2018 was supported by most members across the political spectrum and passed by a voice vote, some in the Opposition objected to the government adopting the ordinance route to enact the law.
 
 Several amendments moved by the opposition members were also negated by voice vote.
 
 Replying to an over two hour discussion on the measure, Minister of State for Home   said the stringent law was aimed at providing safety to minor girls.
 
 He said the existing   provided for punishment to those convicted of raping a woman, but there was no provision for rape or gangrape of minor girls below 16 or 12 years of age. These are ""very important provisions"" which the government has proposed, Rijiju said.
 
 He said the recent incidents of rape and gangrape of women below the age of 12 years has shaken the conscience of the entire nation.
 
 Therefore, the offences of rape and gangrape of women under the age of 12-16 years require effective deterrence through legal provisions of more stringent punishment, he said.
 
 During the debate, Deputy Speaker M Thambi Durai, who was in the Chair, suggested that the provisions of the legislation be given maximum publicity, which would act as a deterrence. The Minister agreed to it.
 
 The bill stipulates stringent punishment for perpetrators of rape, particularly of girls below 12 years. Death sentence has been provided for rapists of girls under 12 years.
 
 The minimum punishment in cases of rape of women has been increased from rigorous imprisonment of seven years to 10 years, extendable to life imprisonment, Rijiju said.
 
 According to the bill, in case of rape of a girl under 16 years, the minimum punishment has been increased from 10 to 20 years, extendable to imprisonment for rest of life, which means jail term till the convict's ""natural life"".
 
 The punishment for gangrape of a girl below 16 years will invariably be imprisonment for the rest of life of the convict.
 
 Stringent punishment for rape of a girl under 12 years has been provided with the minimum jail term being 20 years which may go up to life in prison or death sentence. Gangrape of a girl under 12 years of age will invite punishment of jail term for the rest of life or death.
 
 The measure also provides for speedy investigations and trial. The time limit for investigation of all cases of rape has been prescribed, which has to be mandatorily completed within two months.
 
 The deadline for the completion of trial in all rape cases will be two months. A six-month time limit for the disposal of appeals in rape cases has also been prescribed, the bill says, adding that there will also be no provision for anticipatory bail for a person accused of rape or gangrape of a girl under 16 years.
 
 It has also been prescribed that a court has to give notice of 15 days to a public prosecutor and the representative of the victim before deciding on bail applications in case of rape of a girl under 16 years of age.
 
 Participating in the debate, BJP member   said the bill was ""well-timed"" and provides hope for safer future for women.
 
 She said the opposition should not selectively highlight the case of child rape but speak about how to deal with the henious crime.
 
 She was referring to the issue of Kathua rape case which was raised by NK Premachandran (RSP) who had moved a statutory resolution to disapprove the ordinance promulgated by the President on April 21 this year.
 
 Premachandran said it was apalling that a minor girl was gangraped in a temple and brutally murdered thereafter.
 
 Kher said the bill deals with the current reality and lesser than death penalty in case of rape of minor girl cannot be justified.
 
 CPM member PK Sreemathy Teacher asked the Centre to suggest to the state governments to utilise the Rs 3,000 crore Nirbhaya Fund to compensate the child victims.
 
"
23-year-old arrested for raping minor girl,2018-07-31T03:48:55+05:30,"GURUGRAM: A 23-year-old man was arrested on Monday after his brother-in-law filed a complaint with the police, accusing him of raping his   sister. 

 
 The man, who had come to see his own sister and her husband at their house in Bajghera on Saturday evening, had allegedly pounced on his brother-in-law’s sister around 4am on Sunday when other members of the family were asleep.
 
 The girl later informed her family about the crime in the morning. Subsequently, a complaint was filed against the accused, identified as Raghu Nandan, at Bajghera police station on Sunday. 
 
 Police arrested the accused and produced him in a city court on Monday. He has been sent to judicial custody.
 
 In her statement, the girl said Nandan dragged her to an empty   in the house, while the other family members were sleeping, and raped her. 
 
 “When I resisted, he threatened to kill me. Afterwards, he asked me to go and sleep in my room. In the morning I told my family about it,” the girl said.
 
 As per her complaint, an FIR was registered against Nandan under sections 506 (criminal intimidation) of the IPC and Section 4 ofthe POCSO Act. 
 
 “The accused has confessed to the crime. He has been produced in a city court from where he has been sent to judicial custody,” said ASI Subhash Bokan, a police spokesperson.
 
 
 
"
School rape: Cops record statements of 10 parents,2018-08-02T04:17:24+05:30,"GREATER NOIDA: Preparing the ground to book the management of a private school in   for the alleged rape of a three and a half year old child inside the premises, police on Tuesday recorded statements of at least 10 parents who have alleged that the school did not fix the security lapses despite being repeatedly pointed out to the authorities.

 
 The parents were summoned at   police station for recording their statements, which will now form a part of the police inquiry.
 
 “The parents have told cops how they had been in touch with the school management demanding that the security lapses be fixed. It is due to not acting on our concerns that this crime had happened,” one of the parents who gave his statement to police told TOI on Wednesday. At least one parent also informed the police about alleged harassment of their child by some senior students.
 
 Circle officer of Greater Noida I, Amit Srivastava, said the statements of the parents of some children of the same school were recorded. “Their complaints and allegations form a very important part of our investigation. It will help broaden the scope and we will investigate whether there was any negligence on the part of the school which resulted in this incident,” he said.
 
 Police have already gotten the statements of the rape survivor and her parents in the case recorded before a magistrate. Repeated calls to the principal went unanswered.
 
 
"
Cop arrested for minor’s rape in Rewa,2018-08-01T09:03:46+05:30,"BHOPAL: The SHO of Mauganj police station in  , Mahendra Mishra, has been arrested for raping a 15-year-old girl, who came in contact with him after her father was booked in a  .

 
 Mishra was arrested late Monday night by   — the same thana he commanded till four days ago — and produced in court. He is now in jail custody.
 
 Mishra had joined the police force in 2014 after retiring from the armed forces, say sources. He was posted at Kotwali police station and transferred to Mauganj as SHO only four days ago.
 
 SHO came in contact with survivor four months ago
 
 Rewa additional SP Ashutosh Gupta said, “Based on the minor’s complaint that Mahendra Mishra raped her on the pretext of marriage, a case was registered under IPC and POCSO Act. The allegations levelled by the girl are being investigated.”
 
 Sources said the survivor’s father was booked in a case about four months ago and Mishra came in contact with the girl when he was investigating it. After he was transferred to Mauganj, Mishra allegedly took her there and they stayed in a hotel for three days, where he raped her, says her complaint. When he refused to marry her, she went to Mauganj police station to file a complaint against him.
 
 The officers informed their superiors and the Rewa SP and ASP personally went to interview the girl. After listening to her grievance, a case was registered and Mishra arrested. 
 
"
Police record rape survivor’s statements,2018-07-31T04:00:00+05:30,"Surat: Police registered the statements of the 21-year-old woman who has accused former BJP MLA Jayanti Bhanushali of rape,  

 The woman’s statement was registered again in the rape complaint she has lodged against Bhanushali. “Her statement was registered at crime branch for the first time after she lodged the rape complaint. As her case is being investigated by another officer, it was necessary that her statement was registered again, to get more details for the investigation,” said a crime branch officer.
 
 Police also registered the woman’s statement in a case relating an attempt to extort Congress leader Dinesh Kachhadiya, the complaint for which was lodged in December 2017. The woman had been named by some of the accused persons, who told police that she had a copy of the video that was used to extort money from Kachhadiya.
 
 
"
Youth held for raping girl after spiking her drink,2018-07-31T06:26:43+05:30,"PUNE: An 18-year-old youth was arrested on Sunday for allegedly raping a minor girl after spiking her   in December last year.

 The incident came to light after the girl, a standard XII student, gave birth to a baby at a city-based hospital recently. “We arrested the youth after receiving a complaint from her father on Sunday,” an officer from the Bund Garden police said.
 
 The youth has been arrested under Sections 376 ( ), 506 (criminal intimidation) of the   and the relevant sections of the Protection of Children from Sexual Offences (POCSO) Act.
 
 The father stated in his complaint that the suspect and his daughter were friends. “In December last year, his girl and her friends, including the suspect, had gathered at the latter’s house in the Camp area for a get-together. At that time, the suspect had given the girl a drink laced with sedatives. The girl became unconscious after consuming the drink,” the officer, who did not wish to be named, said.
 
 The officer said after the get-together was over, the friends left the suspect’s house, leaving the girl behind. “The complainant has stated that the suspect raped the girl when she was half-conscious and alone in the house. After the girl regained her consciousness, the suspect told her that he recorded an obscene clip of hers. He also told her not to tell her parents about the incident,” the officer said.
 
 After the incident, the suspect started calling the girl to his house by threatening to make her video clip viral and raped her for four months. “During this time, the girl became pregnant. She gave birth to a premature baby at a city hospital recently,” the officer said, adding that further investigation was under way.
 
 
"
Five given 20-year jail term for gang-raping minor,2018-07-31T06:59:24+05:30,"JAIPUR: The   in Jaipur sentenced five people for 20 years in jail after they were convicted for kidnapping and gang-raping a minor, while another accomplice was handed out seven-year jail term. Public prosecutor Om Prakash Mathur said the incident took place under Virat Nagar police station in Jaipur district. The victim’s father in his complaint filed on October 11, 2015 said the previous evening at around 7 pm his daughter, aged about 15 years went to the nearby hand pump to fetch water, but she did not return. 

 The police booked six persons in connection with kidnapping and gang-rape of the girl under POCSO Act 2012. The accused were identified as Jeevaram, Jaisingh, Tara Chand, Subalal, Babulal and Kartar Singh. The police recovered the girl on the third day. She alleged that she was gang-raped in a drain by the accused after they took her forcibly on a vehicle. The court dismissed the plea of the accused that they were implicated in the case due to caste rivalry between the Gujjars and Mali communities. The victim belongs to Mali community while all accused, except Babulal, are Gujjars. However, the court did not accede to their plea.
 
 The court handed out 20-year prison term to all the accused except Babulal who was given seven-year term as he was not party to the rape but had helped the accused to transport the victim on a pick-up. The accused also tried to argue that the victim is not a minor, but the prosecution produced the school documents and the court accepted it as her age proof.
 
 
"
Rajasthan High Court stays minister’s order to change rape case officer,2018-07-31T07:48:04+05:30,"JAIPUR: The   stayed the order of the state home minister to change the investigating officer in the rape of a minor when the ongoing investigation has been completed.

 The single bench of Justice KS Ahluwalia said, “Taking in to consideration the gravity and nature of the offence, especially when the investigation is already complete, it is ordered that the order passed by the home minister shall not be acted upon.”
 
 The court order followed a petition by the accused Yogesh Sharma, manager of a private senior secondary school seeking the quashing of the FIR accusing him of rape of a student of his school. According to the FIR filed at the Mathura Gate Police station in Bharatpur district on February 7 this year under   and the atrocities against SC/ST, it was alleged that the accused had sexually assaulted a student of class 10 at the school after calling her for special classes on January 6 this year.
 
 But the petitioner claimed that he was in Agra on the day the alleged rape had occurred, and the rape charge was slapped on him by the girl’s family to avoid fees of the school.
 
 Deputy superintendent of police Avardan Ratu, investigating officer said investigation found the accused committed the offence and chargesheet could not be filed as the accused was absconding. The officer said chargesheet would be filed in the concerned court within 10 days.
 
 Meanwhile, the petitioner prevailed upon the home minister and the investigation has been assigned to additional superintendent of police which the court stayed.
 
 Notice over non-registration of Christian marriages
 
 Jaipur: High court has issued notice to principal secretary Home and commissioner JMC over non-registration of Christian marriages in Jaipur by the JMC.The division bench of Justice KS Jhaveri and VK Vyas issued notice on a petition by Fr Paul P.
 
 The petition said as per sections 27-30 of the Christian Marriages Act, 1872, all marriages solemnized according to Christian traditions and ceremonies were mandatorily registered and forwarded to the Registrar General of births, deaths and marriages and marriage certificates were issued. However, after the commencement of the   Compulsory Marriage Registration Act, 2009 the zonal commissioners of the JMC are refusing to register Christian marriages in Jaipur wrongly quoting section 20 of the Act.
 
 
"
One arrested for rape and murder of 7-year-old girl,2018-07-31T08:26:36+05:30,"KOTA: Cracking the rape cum murder mystery of 7 year old girl of Mogiyabhiya village under Kamkheda police station of   district, the police on Monday arrested a 25-year-old youth of the village. The accused youth in initial interrogation admitted to have committed the crime.

 The body of a seven-year-old girl was on Saturday afternoon recovered from a maize field near her home in Mogiyabhiya village and the incident had thrown the police machinery into a tizzy in Jhalawar district with the SP himself camping in the village to monitor the situation. The minor had gone missing from outside her home in the evening on Friday.
 
 “The youth identified as Komal Lodha, a resident of Mogiyabhiya village was arrested on Monday in connection with raping and murdering the girl, whose body was on Saturday afternoon recovered from a maize field near her home,” Jhalawar SP Anand Sharma said.
 
 “The accused youth had lured the girl to a nearby field while she was going for defecation in open on Saturday evening and raped her there but when the victim started crying and bleeding, he got sacred,” the SP said. Fearing of crime and his identity to be exposed, the accused strangulated the minor victim and abandoned her body in the field. “The accused was well familiar with the minor victim and her family and that was the reason the minor accompanied him in the nearby field at a little temptation of money without any resistance,” SP Anand Sharma said.
 
 The police teams exercised on every aspect of the crime and shortlisted suspected people of and around the village and interrogated in detail each of them. “During the interrogation, Komal Lodha surfaced as accused and when he was strictly interrogated, he confessed his crime,” the SP said. The mother of the deceased minor, who runs a small shop at the village, also pointed out three to four suspects who had an ill-eye over her and the minor and the arrested accused was one of them. “The accused youth is a married man and in recent past he had attempted teasing a village girl following which he was severely beaten by the family members of the girl but they did not lodge any case in the matter,” the SP said.
 
 “A case under sections 302, 376, 363 of IPC and POCSO Act was lodged in this connection but now section of SC/ST Act would also be incorporated as the accused has been identified and arrested and he does not belong to SC/ST category,” SHO at Kamkheda police station Dhararam said. The accused would be produced before the court on Tuesday.
 
 
"
Nine held in Meghalaya for gang-raping mentally challenged minor girl,2018-07-31T09:31:15+05:30,"TURA(MEGHALAYA): Nine persons have been arrested after an FIR was lodged against them, accusing them of allegedly gang-raped a 13-year-old minor girl over a period of two months in  's North   district, police said on Monday. 

 The FIR, which was lodged by the girl's family at the Resubelpara police station on Sunday, had named 10 persons, including two minors. Nine of them have now been arrested while one is still absconding.
 
 The mentally-challenged girl was allegedly gang-raped raped repeatedly over the last two months, police said. 
 
 They added that the wife of one of the accused had reportedly witnessed the dastardly act and informed the village elders about it.
 
 The village heads had then called the family members of the girl to a meeting on July 25 to arrive at a 'compromise'. However, the girl's family did not relent and lodged the FIR, the police said.
 
 They added that two of the accused were minors, while most of the others were married. Many of them were residents of Haluapara under the Resubelpara police station.
 
 ""It appears that they took turns to   the girl at various times and at various locations in the village. The accused even confessed to their crime at the meeting held in the village,"" circle inspector of Resubelpara police station, GK Sangma, said.
 
 Social activists have strongly criticized the villagers for trying to suppress the incident and added that those who tried to hush up the matter should also be considered to be guilty.
 
 ""The villagers also need to be docked for trying to hide the heinous crime committed against a 13-year-old girl. There cannot be a compromise for what the culprits have done and for attempting to do so, the elders should be taken to task for trying to circumvent the law,"" social activist Dardy GC Marak said.
 
 It may be noted that kangaroo courts trying to decide the fate of criminals in a menace across the country, 
 
 The problem is particularly bad in the Meghalaya's remote parts which are in dire need of gender sensitization. 
 
 
"
"Man, friend rape niece, try to burn her alive in Bulandshahr",2018-08-02T13:27:46+05:30,"MEERUT: A 16-year-old girl was allegedly raped in Anoopshehr town of   by her own uncle and his friend. The rapists then tried to burn the girl alive, but failed.

 
 According to police officers, the crime was committed late on Monday night. “The girl was sleeping on the verandah of her house when her uncle and a friend overpowered her, gaged her mouth and took her to a jungle nearby, where they raped her multiple times,” an officer said.
 
 The rapists then poured kerosene on the survivor and set her on fire. However, her screams alerted locals, who arrived at the spot and doused the fire. The culprits, meanwhile had fled the scene.
 
 The girl’s father has filed an FIR against his brother and an accomplice under section 307 (attempt to murder) of IPC and relevant sections of Protection of Children from Sexual Offences (POCSO) Act and raids are being conducted to arrest the culprits.
 
 Bulandshahr senior superintendent of police KB Singh said, “We will soon arrest the culprits as we already have some leads in this matter. The girl is recovering from her injuries and once she is stable enough she will be produced in court.”
 
 
"
Pregnant woman raped by hubby’s friend in Old City,2018-07-31T10:11:11+05:30,"BHOPAL: A 24-year-old pregnant woman was allegedly raped by her neighbour in   locality on Monday afternoon. Investigation officer   said that the survivor is 6-month pregnant.

 In her complaint, the survivor has alleged that in the afternoon she took medicine and was resting. Her husband had gone to   for some work. At 1pm, the accused who lives in the neghbourhood, came asking for a fishing rod. When he found she was alone, he allegedly raped her. The accused allegedly threatened the survivor of dire consequences, if she revealed about the incident to anyone. The survivor went to her in-laws house and narrated her ordeal, said ASI Khan.
 
 The family approached Gandhi Nagar police and filed a complaint, said ASI Khan. The accused who is a truck driver, is the friend of survivor’s husband. Cops have launched a manhunt to nab him, said ASI Khan.
 
"
Labourer arrested for rape bid,2018-07-29T12:46:10+05:30,"LUDHIANA: A labourer was arrested on Saturday for allegedly trying to rape a 10-year-old in Khanna.

 
 Police said around 8.40pm on July 24, the ten-year-old, whose parents had gone to Delhi, was going to her maternal aunt’s place in Khanna. The 25-year-old accused, taking advantage of the darkness, picked her from the road and took her to the railway line and tried to rape her. As the girl raised alarm, an elderly person passing by rushed to the spot following which the accused fled.
 
 Police added that the girl narrated the whole incident to her grandmother who then informed the cops. Police then met the complainant and started investigating the matter.
 
 They booked the unidentified accused for attempt to rape under sections of the   (IPC) and Section 10 of Protection of Children from Sexual Offences Act (POCSO) on July 26.
 
 Station house officer (SHO), city one police station, DSP Sukhnaaz Singh said the accused arrested on Saturday is a father of three children. He added that they suspected that the accused might be involved in more such cases, which will be clear once investigation progresses further. 
 
 
"
"Over 30,000 rape cases; only 1 in 4 convicted",,"The   and   rape cases draw attention to the fact that India remains largely unsafe for women. In 2016, of the 3.38 lakh crime cases against women, rape cases made up 11.5% of them. But with only 1 in 4 rape cases ending up in conviction, it’s a painfully slow road to justice for rape victims in the country. What's worse? Our netas don't fare well either. Here's a look at the horrific number of   in the country and how many elected legislatures have cases of  . 

 
 
  
  
  
  
 
 
 
  
  
  
 
  
  
 
"
One held for gang rape of 15-year-old girl,2018-07-29T13:20:20+05:30,"PATNA: Police on Saturday arrested one person for his alleged involvement in the gang rape of a 15-year-old girl at a village near Jhanjharpur in  .

 
 Jhanjharpur SDPO Yogendra Kumar said the girl, who was gang-raped by two persons on July 20, had brought the matter to the notice of the police on Friday after a video clip of the heinous act went viral on social media. “One Krishnadev Paswan (28) was arrested in connection with the case on Saturday while hunt is on for another accused, Ajit Paswan alias Bilaiya (21),” the SDPO said, adding the girl and her family members kept quiet for over a week due to fear and social stigma.
 
 Narrating the incident, Kumar said the accused had raped the girl in a secluded place at the village. “The girl’s mother had gone to a place on the outskirts of the village to pick firewood. When she delayed in returning home, the girl started looking for her. Taking advantage of the situation, the two accused took the girl to a secluded place and raped her,” the SDPO added.
 
 He said police have seized the cellphone of Krishnadev and efforts were also on to arrest the persons who had circulated the video on social media sites. The SDPO said an FIR would be lodged against the accused under the   (IT) Act and amended laws of the   which invite 20 years of imprisonment to those found guilty of raping girls between 12 and 16 years of age.
 
 
"
Labourer arrested for rape of minor girl,2018-07-29T12:55:10+05:30,"LUDHIANA: The Focal Point police on Friday arrested a labourer for raping his neighbour twice and making her pregnant. The accused kept lying to the girl’s family that he would marry her, hiding the fact that he was already married. However, when he refused to marry her, the girl on Thursday lodged an FIR against him.

 
 The 17-year-old girl told police that in November 2016, the accused had taken her to his room and raped her, then threatened her to keep mum, following which she did not tell her parents about it. She added that on December 27 last year, the accused again raped her after taking her home. When she turned pregnant, she narrated the whole incident to her parents, and said she was seven months pregnant, but the accused had refused to marry her. She later came to know he was already married, and had cheated her.
 
 Inspector Amandeep Singh said a case under Section 376 (rape) of the IPC, and Section 8 of Protection of Children from Sexual Offences (Pocso) Act had been registered against the accused. The police have arrested him on Friday. 
 
 
"
"Amritsar: Hospital attendant attempts to rape Dutch girl, arrested",2018-07-29T17:21:21+05:30,"AMRITSAR : A night attendant of a private hospital was arrested here on Sunday for alleged   on a young Dutch girl.

  (ADCP)   informed on Sunday that a 20-year-old resident of Netherlands was visiting Amritsar along with her parents and other family members.
 
 ""They were staying in a hotel on Mall Road, on Saturday night, the girl complained of some illness following which she was taken to a private hospital on   near Company Bagh for   along with her mother"", he informed.
 
 He informed that nursing staff’s night attendant of the hospital  , allegedly molested the girl and attempted to rape her .
 
 The victim girl’s mother reported the matter to the hotel authorities who in turn informed the same to police.
 
 Lakhbir Singh informed that the police registered a case and arrested Ashish Rai.
 
 Sources informed that the girl was in trauma and neither she nor her family members wanted to stay in Amritsar.
 
 ""We asked the family whether they wanted to visit any place in Amritsar but they refused and said they wanted to go back"" said ADCP adding that the victim girl had even refused to undergo medical examination .
 
 Sources informed that the girl along with her family members would be leaving for Dharamshala on Monday. 
 
"
